year,0
1950.0,4640
1955.0,5155
1960.0,5843
1965.0,6644
1970.0,7457
1975.0,8281
1980.0,8951
1985.0,9673
1990.0,10584
1995.0,12174
2000.0,13890
2005.0,15623
2010.0,17095
2015.0,17768
2020.0,17775
